,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
602,上海寻梦信息技术有限公司,上海,2000人以上,"电商,移动互联网",高级产品经理-电商内容推荐方向(PR010366),2020-06-03 14:56:16,20k-40k,3-5年,本科,,
603,上海寻梦信息技术有限公司,上海,2000人以上,"电商,移动互联网",大客户营销顾问（KA电商运营）,2020-06-03 14:56:16,25k-50k,3-5年,本科,"1、 指导客户进行广告投放，广告优化，帮助客户提升引流能力及效果，提升商家整体运营能力。
2、 根据客户资源，进行市场调研，筛选目标客户，并拜访、了解需求，积极协调内外资源以确保销售目标完成，并能够独立完成营销case,项目的开发与服务；
3、 创新品牌营销玩法整合协调公司内各类资源，给客户提供一站式的营销解决方案；
4、 与相关行业客户建立稳定长期的合作关系，产出可复制、有影响的案例。
5、 与公司关联部门联系沟通，确保广告的及时投放与问题反馈、广告资源的合理利用与开发；
 ","1、本科或以上学历，营销、广告,电子商务相关专业；
2、5年及以上品牌，平台或TP电商运营相关经验，懂电商运营，懂营销，懂互联网广告，有丰富的品牌资源。
3、有创新意识， 优秀的学习能力和分析判断能力，条理性强；
4、为人诚实，工作积极主动、踏实，具有强烈的责任心；具备优秀的人际沟通能力出色的影响与说服能力；
5、富有团队合作精神，具备在压力下出色完成工作的能力；
6、优秀的项目管理能力，出色的沟通表达能力，具备跨部门、跨团队协作的能力"
604,上海豆格信息科技有限公司,上海,50-150人,电商,电商运营专员,2020-06-03 13:43:02,7k-10k,1年以下,大专,"1、 负责自有宠物行业电商平台日常运营操作与维护；
2、 负责商品展现、价格调整、内容维护、促销秒杀活动功能等维护和编辑；
3、 协助制定运营方案，有一定的活动运营的策划能力，熟悉电商产品；
4、 负责平台活动的跟进，包括活动数据，活动上线等；
5、 负责日常数据统计分析报表，确保每日数据的准确性；
6、 负责处理日常订单售前售后遇到的问题，对接客服与仓库，保障库存的准确性；
 
 
电商运营专员","1、 本科以上1-2年工作经验，有互联网电商行业者优先；
2、 熟悉互联网和电商运营各环节，能熟练使用ERP等工具；
3、 具有较强的沟通能力，良好的职业道德与职业操守；
4、 良好的逻辑分析能力及问题解决能力；
5、 具备优秀的协调能力和团队合作意识，热情主动，工作认真，能承受一定工作压力。
6、 熟练使用Word、Excel、PPT等Office软件；"
605,上海豆格信息科技有限公司,上海,50-150人,电商,电商采购,2020-06-03 13:43:01,7k-10k,1-3年,大专,,
606,想出网络科技（上海）有限公司,上海,150-500人,"移动互联网,电商",电商主设计师,2020-06-03 11:41:06,8k-13k,1-3年,不限,"1、负责京东，天猫等电商平台店铺的banner图片设计制作。
2、负责上述店铺内部商品上新，描述、页面美化，新产品描述图片设计、制作、编辑。
3、微博微信平台推广设计，相关h5，广告页面设计
4、其他设计作业；

","1、有电商经验优先；有电商经验优先；有电商经验优先（重要的事情说三遍哦）
2、拥有较强的美术设计功底和平面设计审美能力，经常关注国内外设计作品，良好的美术功底、色彩感觉和创意能力，对色彩、构图等元素触觉敏感，（有美术，设计专业的大专、本科等院校为佳"
607,想出网络科技（上海）有限公司,上海,150-500人,"移动互联网,电商",电商运营品牌经理（天猫）,2020-06-03 11:41:02,10k-15k,1-3年,大专,"①维护与天猫小二关系，负责争取资源；
②负责店铺整体维护运营，各级电商活动方案策划、执行及复盘；
③不断创新运营模式及推广手段，熟悉平台推广工具与逻辑规则；
④收集分析行业及竞店数据，配合品牌方发展规划提出运营策略并实施；
⑤处理与品牌方之前的财务、法务等相关事项及时按期完成每月对账；
⑥负责周/月度/季度/年度报告与规划，总结并提出优化方案；
⑦有1年以上独立项目运营经验。
","①专科及以上学历，2年以上天猫平台运营经验(美妆类目优先)；
②熟悉天猫店铺运作模式、平台规则、淘系各类营销工具、站内外推广模式等；
③性格开朗，有良好的团队精神和服务意识；
④责任心强，工作态度积极，抗压能力强；
⑤良好语言沟通能力、分析判断能力。"
608,想出网络科技（上海）有限公司,上海,150-500人,"移动互联网,电商",电商客服主管,2020-06-03 11:40:57,5k-8k,1-3年,不限,"1. 管理客服数据，进行分析整理、制作月报等报告；2. 学习产品知识，及时与品牌方沟通；3. 灵活处理各类售后及客诉事件，优化工作流程；4. 管理客服现场（出勤、工作态度、绩效等）；5. 与运营保持联系，反馈消费者相关问题，参与店铺运营提案；6. 加强外包客服团队的相关工作培训，监测维护店铺各项服务指标。

",1. 熟悉电商DSR评分系统及平台规则优先；2. 有1年以上客服管理经验优先；3. 有责任心，做事细心负责，良好的沟通能力及协调能力；4. 重视客户体验，具备服务意识，能够理性处理客户关系；5. 熟练使用PPT/Word/Excel等办公软件；6. 优先有日语能力。
609,想出网络科技（上海）有限公司,上海,150-500人,"移动互联网,电商",电商运营主管,2020-06-03 11:40:56,6k-9k,1-3年,大专,"·负责统建平台、平台整体运营、制定平台运营策略、方案和计划并组织执行；
·推动各项业务发展，熟悉制定和实施店铺运营年度、季度、月度工作计划，完成年度销售任务；  
·统计、分析各类平台数据，提出改进方案，带领团队进行网站后期的维护及升级；   
·制订、完善、贯彻实施公司电子商务平台运营管理制度、流程； 
·用户体验、业务流程等的分析和改进并参与电商平台的品牌、产品、市场的规划，实现公司既定目标
","·大专及以上学历，电子商务、营销相关专业，大型电商公司经验优先；
·具有电子商务的整体运营工作经验及成功案例，有电动工具行业运营管理经验者更佳，相同岗位任职经验三年以上；
·精通网络数据分析，具备较强的逻辑思维、调研及数据分析能力；
·很强的创新和执行、领导能力，以结果为导向，有团队合作精神，顾全大局，有责任心、进取心，能积极配合公司策略的规划调整及实施。
·会日语者优先"
610,想出网络科技（上海）有限公司,上海,150-500人,"移动互联网,电商",电商运营专员,2020-06-03 11:40:54,5k-7k,1年以下,不限,"·不断优化产品信息关键词、客服话术、流程等，定期监控并提供运营数据，分析每日商品、顾客、活动数据，发掘问题，针对性地提出解决办法；
·提出店铺活动方案；
·负责店铺的商品上下架，完善商品信息；
·善于发现客户问题点，定期总结和反馈，并提出优化建议；
·时刻关注店铺动态、主推产品排序、突发问题解决、价格监控等
·上级交办的其他事项。
","· 大专及以上学历；
·聪明、仔细、沟通与协调能力强、有独立思考的能力、良好团队合作精神、能够承受工作压力；
·有运营经验者优先"
611,想出网络科技（上海）有限公司,上海,150-500人,"移动互联网,电商",电商运营经理（天猫）,2020-06-03 11:40:52,10k-15k,1-3年,不限,"①维护与天猫小二关系，负责争取资源；
②负责店铺整体维护运营，各级电商活动方案策划、执行及复盘；
③不断创新运营模式及推广手段，熟悉平台推广工具与逻辑规则；
④收集分析行业及竞店数据，配合品牌方发展规划提出运营策略并实施；
⑤处理与品牌方之前的财务、法务等相关事项及时按期完成每月对账；
⑥负责周/月度/季度/年度报告与规划，总结并提出优化方案；
⑦有1年以上独立项目运营经验。
","①专科及以上学历，2年以上天猫平台运营经验(美妆家居类目优先)；
②熟悉天猫店铺运作模式、平台规则、淘系各类营销工具、站内外推广模式等；
③性格开朗，有良好的团队精神和服务意识；
④责任心强，工作态度积极，抗压能力强；
⑤良好语言沟通能力、分析判断能力；
⑥同等经验水平，日语能力优秀者优先。"
612,上海鲲驰贸易发展有限公司,上海,500-2000人,电商,资深电商设计师（B2C）,2020-05-29 18:50:40,10k-15k,3-5年,本科,"1.负责美妆个护品牌店铺1.S级、A级、B级页面设计2.入口图设计、入口图套模板3.主图白底图、主图套版4.日常维护/改价/换品/力度/模块/赠品/标签5.详情页老品翻新、详情页套模板、改品换字6.微博微信图等7.平面物料、包装、H5等8.平台共建
",1、设计相关专业毕业，大专以上学历，熟悉平面设计PS/AI和等相关软件；2、3年以上广告或平面设计的工作经验；3、抗压能力强，好学，有强烈的责任感，具备良好的沟通协调能力；投递简历请附上作品集或作品链接
