,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
391,上海商米科技集团股份有限公司,上海,500-2000人,消费生活,电商销售专员,2020-05-22 11:32:44,6k-8k,1-3年,大专,"1.在线解决天猫、京东等平台购买商家的售后需求，不限包括软件开通、支付进件、使用指导等；
2.及时处理商家投诉、差评，并推进相关产品、服务、流程优化；
3.定期回访商家，做好商家关怀、需求挖掘、好评获取等；
4.按要求记录商家需求、做好订单审核&amp;异常订单跟进处理；
5.在服务商家的基础上，提高软硬件、增值服务的二次销售；
6.完成上级安排的其它工作和同事间紧密协作。


","1.大专学历及以上，至少1年以上的天猫、京东等电商售前售后客服经验；
2.热爱电商，有强烈的客户服务意识、做事细心、积极主动、责任心强和沟通协调能力；
3.具有较好的学习意愿和能力，能举一反三，不断精进自己和提高商家满意度；
4.熟悉操作旺旺、咚咚等聊天软件及OFFICE软件应用；
5.具有较好的抗压能力并且能接受商米服务排班安排；
6.有一定的计算机基础、技术支持能力优先考虑。"
392,上海商米科技集团股份有限公司,上海,500-2000人,消费生活,电商设计师,2020-05-22 11:32:44,15k-20k,5-10年,本科,"1.负责商米天猫旗舰店、京东自营店、京东POP店等商米官方店铺各维度设计，不限包括包括头图、banner等；
2.负责数字营销、私域流量等运营需求的平面设计，不限包括海报、H5等；
3.配合店长做推广宣传图设计和优化，不限包括直通车、钻展、品销宝、京东快车等；
4.根据各平台节日活动提供相关创意方案并独立完成相关设计工作；
5.定期根据品牌升级需求、线上竞对情况不断优化店铺设计，同时负责设计数据化分析、总结、优化；
6.负责审核电商设计团队页面装修设计和其它日常设计；
7.完成上司交待的其它设计工作任务。

","1.大学本科及以上学历，平面设计、网页设计、艺术类相关专业优先考虑；
2.至少3年以上互联网电商页面设计工作经验；
3.精通Photoshop，熟练使用Adobe_Illustrator、Dreamweaver、C4D建模等常用设计制作软件；深厚的美术功底，优秀的设计创作能力，丰富的专业经验，具有全程把控指导力；
4.具有独立带领团队设计的领导能力，高度的责任心，积极主动，追求创意，优秀的学习意愿和团队协作力；
5.热爱电商设计工作，并且能通过数字化来评估电商设计的水平，不断迭代；
6.会拍摄、视频剪辑是加分项，优先考虑。"
393,上海文貅电子商务有限公司,上海,15-50人,电商,电商运营,2020-05-27 13:54:31,8k-10k,1-3年,不限,1、 大专或以上学历  2、熟悉天猫平台规则及天猫数据分析3、有良好的沟通能力、结果导向，思维活跃，逻辑能力强，数据敏感度高，具备良好的数据分析能力4、具备良好的团队合作精神、较好的沟通能力、高度的责任感，服务客户的精神、具有较强的抗压能力5、熟练掌握WORD、EXCEL、PPT等办公软件,1、 负责对应品牌的电商平台如天猫、京东、淘宝等产品的管理，上下架活动申报等整体规划、运营及管理工作2、 负责所辖店铺日常店铺维护管理工作，制定店铺的整体包装展现方案，跟踪制作、把控、落实，以及制定店铺的运营推广方案；创新运营模式及推广手段3、 制定每月销售计划及业绩目标，针对目标制定相对应销售计划4、 线上活动和专题活动的策划及提报，制定各类促销方案实施、把控活动效果5、 负责产品资料的收集、卖点提炼、需求制作，和设计师配合完成产品详情页并不断优化，制定产品运营计划，确保点击率、转化率、搜索排名等对销售重要的指标不断提升6、 负责店铺日常运营数据分析（关注UV、PV、销量、跳出率、地域时段、转化率等）、问题整改提升，跟踪竞争及行业动态
394,威比网络科技（上海）有限公司,上海,2000人以上,"移动互联网,教育",产品经理（偏电商方向）,2020-05-21 15:04:05,18k-25k,3-5年,本科,"1、负责电商零售SAAS产品中某些模块的产品设计工作，模块包括但不限于商品、交易、订单、促销、数据、CMS、客户等系统；
2、能够深入电商及零售行业，保持对行业的高度敏感，挖掘用户需求及痛点，并与业务部门保持长效需求沟通；
3、能够将需求转化为高效产品，并完成产品相关文档的输出工作，并与UI、开发、测试等人员紧密合作，推动产品的项目进度，确保项目按时保质上线；
4、能够与运营配合，做好产品的推广及宣传工作，能够结合数据分析、用户反馈等，持续改进产品，不断提升用户体验。
","1、全日制大学本科以上学历，3年以上中大型电商后台系统经验，有SaaS经验更佳；
2、较强的行业视野，能够持续关注行业动态，挖掘行业需求；
3、较强的逻辑思维，重视产品的细节体验，对用户体验把握精准；
4、责任心强、重视团队合作，具有良好的项目推动、沟通协调能力，思维敏捷，具有挑战精神。"
395,上海日砾科技发展有限公司,上海,50-150人,"电商,企业服务",客服（电商）,2020-05-28 09:29:23,5k-6k,1-3年,大专,"1、在线接待客户咨询，促销交易； 
2、及时处理退换货急售后订单，及与仓库对接发货问题； 
3、协助处理订单录入等相关工作； 
4、临时安排的其他工作 
","1、学习能力强，能最快时间内了解掌握产品属性等各类专业信息； 
2、有较好的服务意识，有耐心，有良好的沟通理解能力和应变能力； 
3、有良好的职业素养，服从上级管理； 
4、有熟悉使用办公软件，有京东、天猫、淘宝客服母婴类目经验优先。"
396,上海巨辰广告传媒有限公司,上海,15-50人,广告营销,电商客服,2020-05-16 16:09:14,5k-7k,1-3年,大专,1、通过平台电话、在线咨询、微信等聊天工具，为客户解答各类问题并促进销售； 2、思维敏捷，语言理解和表达能力强，熟悉产品后能快速准确的提供信息查询服务，给出客户有效的建议或解决方案； 3、保证服务质量，善于总结，及时反馈和汇总工作中发现的问题并提出有效解决方案；4、对接工厂，处理各种异常订单，从用户角度出发，体察用户感受，提升用户体验度； 5、具备一定的沟通能力，及时、有效、妥善处理各类客户投诉，提高客户满意度，与客户建立良好的联系，熟悉挖掘客户需求，并跟踪进展直至解决；6、遵守公司及部门各项规章制度和日常行为规范。二、,1、年满18周岁，专科及以上学历； 2、能够熟练使用officel等办公软件，最低打字速度，45字/分钟以上，准确率达到95%； 3、综合工时制，轮班轮休，每周工作40小时；4、有意在电子商务长期发展，具备较强的抗压能力、谈判能力，风险意识； 5、学习能力强，有电商在线客服经验优先。三、薪酬福利与晋升
397,食亨（上海）科技服务有限公司,上海,500-2000人,"消费生活,移动互联网",运营经理（电商）,2020-04-20 14:14:01,15k-25k,3-5年,大专,"1、整合各类B2B2C电商渠道，布局公司电商业务结构
2、项目跟进与管理，完成项目0-1的落地
3、推动商家运营，及基础供应链的搭建，提升商家经营能力和活跃度
4、招聘团队成员，完成团队基础搭建
5、沉淀运营案例，形成体系化的运营经验、赋能更多商家
 
 
","1、至少3年以上天猫/京东等运营经验，有食品行业背景及供应链经验者者优先；
2、具有传统电商项目0-1的搭建能力"
398,上海春秋国际旅行社（集团）有限公司,上海,2000人以上,"旅游,消费生活",电商客服（通宵班）,2020-04-21 10:52:19,8k-13k,1-3年,大专,"1、通过电话及网络渠道接待客户的各类业务咨询；
2、准确、快速了解客户需求，及时帮客户解决问题；
3、初步解决客户基础类投诉，及时记录并反馈投诉信息；
4、积极配合处理不正常航班等突发事件。
5、电商客服通宵班",24
399,上海瓯粟家居用品有限公司,上海,少于15人,电商,电商运营,2020-05-23 19:42:31,8k-15k,3-5年,大专,,
400,开蜜智能科技（上海）有限公司,上海,15-50人,"电商,人工智能",电商客服专员,2020-05-08 14:39:05,5k-6k,1-3年,不限,,"//www.88xinmi.com
岗位名称"
401,上海咏青贸易有限公司,上海,少于15人,电商、消费生活,电商运营,2020-04-28 00:30:12,6k-12k,1-3年,不限,"1.全面负责店铺的运营和日常管理，包括店铺整体策划、营销活动策划、产品推广等工作，促进销售目标的达成；2.优化店铺及商品排名，提出应用方案，提高入店流量，提升点击率和浏览量，转化率；3.精通直通车等营销工具的利用，做好市场推广效果的统计、分析、评估、调整；4.完成店铺运营数据的记录、问题的分析，提升市场占有率；5.负责店铺自营活动以及平台营销活动策划、报名、实施、总结（如618.双11活动、主题活动等）；6.熟悉平台的搜索排名和优化,能独立策划秒杀、团购等营销活动,提升网店的实际流量；7.及时关注竞品店铺情况，定期提交店铺运营报告，根据流量、咨询量、转化量、推广效果等数据做全方位的阶段性评估，根据推广效果提出优化方案；8.了解平台网营销规则,熟悉会员的购物习惯和购物心理,对数据和用户心理敏感；9.协调团队成员协作，与客服、物流、仓管等部门定期沟通，采取优化措施以提高店铺DSR评分，增加客户满意度；10.维护网店店铺相关部门客情关系，并做好日常活动的对接；11.公司安排的其他工作。",1.35岁以下，大专及以上学历，有1年以上运维经验；2.熟悉各种线上活动的推广手段，对各种网络推广方式较为了解，并具备实际操作经验，善于学习和总结分析；3.具有良好的市场销售策略和能力，有出众的数据分析，敏锐的市场洞察力与反应力；4.有较强的策划能力以及优秀的文字表达功底；5.善沟通交流，有责任心，注重团队协作，有较强的主观能动性和抗压能力。
402,上海惟皑贸易有限公司,上海,50-150人,电商,电商运营,2020-04-23 14:11:49,12k-15k,3-5年,本科,"1. 本科以上学历，2年以上互联网产品或平台的运营经验，有独立开店经验优先

2.具备出色的沟通能力及项目管理能力，能够积极协调各方资源拓展业务和流量； 

3. 具备出色的学习能力与商业敏感度，有成功推动实施互联网平台商业模式的经验；

4. 熟练运用数据分析方法，不断优化运营策略，达到业",
403,思拓科（上海）生物科技股份有限公司,上海,150-500人,其他,电商运营,2020-05-28 08:56:27,6k-9k,1-3年,大专,,
404,上海九和堂中医药有限公司,上海,500-2000人,"其他,医疗丨健康",电商运营,2020-03-30 11:03:29,10k-12k,1-3年,大专,1.负责网店的日常运营管理工作，保证店铺的正常经营；2.根据线上市场的变化协助规划和调整产品结构；3.策划实施各类营销活动（618、双11等），达成销售目标；4.精通直通车等营销工具的利用，做好市场推广效果的统计、分析、评估、调整；5.完成店铺运营数据的记录、问题的分析，提升市场占有率；6.熟悉平台的搜索排名和优化，能独立策划秒杀、团购等营销活动提升网店的实际流量；7.及时关注竞品店铺情况，定期提交店铺运营报告，根据流量、咨询量、转化量、推广效果等数据做全方位的阶段性评估，根据推广效果提出优化方案；8.了解平台营销规则，熟悉用户的购物习惯和心理，对数据敏感；9.具备团队协作能力，与采购、质检、客服、物流、仓管等部门定期沟通，采取优化措施以提高店铺DSR评分，增加客户满意度；10.公司安排的其他工作。 ,1.30岁以下，大专及以上学历；2.有2年以上网上药店的运维经验，熟悉药品、医疗器械、保健品、滋补养生品、美妆/个护类运营者优先；3.熟悉各种线上活动的推广手段，对各种网络推广方式较为了解，并具备实际操作经验，善于学习和总结分析；4.具有良好的市场销售策略和能力，有出众的数据分析，敏锐的市场洞察力与反应力；5.善于沟通和团队协作，责任心强，有较强的主观能动性和抗压能力，乐观开朗，富有创新精神。
405,上海英谊资产管理有限公司,上海,15-50人,金融,产品经理电商,2020-04-08 13:06:55,10k-20k,3-5年,大专,"1、负责现有产品的规划与设计；
2、收集并梳理业务部门的产品需求,快速抽象业务需求，转化为产品解决方案，推动落地；撰写用户需求说明书；
3、熟练使用Axure、viso、xmind等工具编撰PRD文档，并召集各部门完成PRD评审。
4、协调各个部门，跟进产品项目从需求、设计、开发、测试到发布的整个过程。负责协调项目所涉及的各方及各成员，项目团队建设和相关人员培训；
5、负责产品上线以后的","数据收集与分析、 BUG跟踪、收集改进意见、提供改进方案，引导用户熟悉使用产品，并按时编写使用手册，必要时需对相关人员进行产品功能培训。

任职要求"
406,澳妆（上海）国际贸易有限公司,上海,50-150人,电子商务,电商运营经理,2020-03-16 16:17:44,18k-27k,5-10年,大专,"1、负责独立品牌的天猫旗舰店生意管理，根据公司目标，制定年/月/周店铺运营、活动规划以及销售策略；
2、高效协调公司内部多个部门顺利有效完成工作；
3、对运营团队成员工作模块监督检查,提出指导性意见，确保项目能够完成；
4、负责电商各项目的对外沟通协调，争取更多生意资源；
5、关注行业变化，预判到数据的变化，并提前给出合理的策略调整并推进落地执行；
6、负责团队建设及人才培养，提升团队协作效率，确保团队能有效执行公司各项策略，达成业绩目标。
 
","1、年龄28~35周岁，全日制大专以上学历，电子商务等相关专业优先录取；
2、熟悉电商运营流程及天猫的运营环境，了解天猫平台的规则；
3、对互联网营销有深刻认识，思维敏捷，思路清晰，对电商市场有较强的感知能力；
4、至少三年以上天猫店铺KA商家或者行业第6层级及以上操盘经验；
5、有较强的学习意识，优秀的沟通、协调和组织能力，至少2年以上团队管理经验；
6、良好的抗压能力、执行能力及应变能力，能独立处理突发问题；
7、对网络新媒体营销方式有自己的见解，具备分析行业和竞品的能力。"
407,武汉斗鱼网络科技有限公司,上海,2000人以上,文娱丨内容,电商直播运营-主播/机构方向,2020-05-25 10:49:07,15k-25k,3-5年,本科,"1、负责平台电商主播的引入、培训、日常业务运营，对主播提供数量和服务质量负责；
2、深入了解公会和主播的变现需求，优化主播供给能力，提升业务供给效率；
3、与商业化团队、机构及直播运营团队紧密配合，形成良性的供给合作联动。

","1、3年以上主播运营经验，了解直播内容广告行业，熟悉主播的变现形式和偏好；
2、具备独立思考能力、较好的逻辑能力，执行能力以及资源调配推动能力；
3、优秀的沟通能力和较强的责任心，能高效协助各方共同完成目标。"
408,上海甄会选电子商务有限公司,上海,50-150人,电商,电商产品经理（偏前台）,2020-05-25 09:48:17,15k-25k,3-5年,不限,"1、负责商城的规划、设计和实现，包括商城小程序、商城app、及电商相关前后台的需求分析和实现。
2、收集业务相关各方需求，基于对需求与场景的理解，设计可行的流程和产品方案并推进上线。
3、通过数据驱动产品不断优化，提升用户使用体验；协同业务探索业务模式，优化现有的系统结构体系。
4、推进项目进度，高效协调产品，UI，开发，测试，运营等多部门多角色的资源排期和沟通，确保项目高质量和按时发布。

","1、3年以上电商产品工作经验，熟悉主流电商用户端转化交易流程。
2、熟悉电商行业的运作机制，了解电商行业各个环节的参与者及其诉求，至少参与或负责过一款电商相关的产品。
3、有很强的业务敏感度，能独立完成需求分析、需求设计、原型设计、开发推进和产品迭代等完整产品环节，能够熟练使用常用的产品设计工具。
4、关注数据，数据分析能力佳，能够从数据中快速发现问题，并提出合理的解决方案。
5、沟通、执行能力强，跨团队合作经验丰富，能够接受有挑战性的工作，抗压能力强。"
409,上海昊和美术馆有限公司,上海,15-50人,移动互联网,电商设计,2020-03-11 12:20:49,6k-8k,1-3年,本科,"1.有较强的设计创作思维能力和多元化设计表现能力，熟练驾驭多重设计软件，能够把握和表现出不同产品不同的设计风格
2.主要负责品牌天猫店铺的所有页面图片设计，包括日常页面、活动页面、banner、主图、详情页、直通车、钻展、品销宝、微淘等所有相关图片；
3.负责与运营沟通对接设计需求，有良好的逻辑思维能力，能够通过图片表达出简单的卖点给客户
4.领导安排的其他临时性工作
","精通PS/AI/DW/C4D等相关设计软件；
工作有条理、执行效率高、处事严谨细致；
有轻奢/艺术类类目相关经验优先。"
410,上海慈怀文化艺术发展有限公司,上海,15-50人,移动互联网,电商渠道经理,2020-05-25 21:46:45,8k-16k,不限,不限,1.负责开拓包含不限于自媒体、社群团购的销售渠道；2.负责从新渠道拓展到合作上线全链路项目负责工作；3.负责针对渠道/合作商特点进行相关流量玩法的策划与运营；4.监测渠道数据效果，按时提供数据分析报告，输出相应结论，提炼优化方案并推进执行；5.负责新渠道资源的拓展与合作落实；6.负责跨部门相关工作的协调与配合。 ,1、全日制本科及以上学历2、有微信或电商相关工作经验优先3、积极关注行业热点，有良好的学习能力和好奇心，做事追求**4、良好的数据分析能力，对数据有一定的敏感性，能够通过推广数据的收集、归纳、分析、对产品的推广策略进行及时的调整及改进5、具备良好的沟通能力，高度的责任心，自我驱动力强，优秀的沟通能力，团队协作能力，乐观积极薪资架构
411,上海必看科技有限公司,上海,50-150人,移动互联网,美国电商在线客服,2020-05-09 09:40:47,6k-8k,1-3年,大专,"1. 服务于美国电商2C端，眼镜客户
2.使用英语与客户用e-mail和chat联系沟通
3.充分了解产品，及时处理客户的售前售后问题
4.收集客户的需求、建议，并向负责人汇报
","1.英语读写优；
2.具备耐心、团队精神与责任感，充满激情
3.具备良好的沟通和分析能力、主动积极学习
4.熟悉Word和Excel"
412,上海寿全斋电子商务有限公司,上海,50-150人,电商,电商经理,2020-05-28 16:06:58,15k-20k,3-5年,大专,"1、店铺日常管理维护、数据分析、活动策划、竞品动态、行业趋势；
2、通过SEO搜索、直通车钻展、活动报名等获取精准访客流量；
3、根据转化率的数据情况及时和客服组及视觉组沟通达到转化率的指标；
4、制定并执行公司店铺的战略规划、策划实施公司的重大营销计划，组织协调各部门配合；
5、店铺直通车、钻展工具推广及优化，店铺老顾客运营及维护；
6、 熟悉淘宝聚划算，淘抢购等淘宝宣传营销工具，关注店铺流量来源，合理分配广告投放，为达到销售业绩提供决策。
","1、有水饮线运营的优先考虑;
2、五年以上网络运营推广经验,熟悉电商网络销售模式,精通淘宝营销流程,有电商大型店铺工作经验,在直通车、钻展、硬广、微博营销、门户营销等方面有独到见解最佳;
3、良好的沟通协作能力、较强的文案策划能力和执行力;
4、较强的项目推进能力,敢于创新突破,热爱电子商务,积极上进,开朗乐观，熟练使用PS.DW软件。"
413,八律(上海)企业管理咨询有限公司,上海,500-2000人,"旅游,其他",实习生--电商运营,2020-05-27 11:59:55,2k-3k,应届毕业生,本科,"实习生--市场助理（电商运营）
","1.       负责公司网站的运营，检查网站内容更新
2.       负责管理第三方电商平台的合作，协调沟通
3.       负责电商平台网站的内容更新，维护，以及排版
4.       协助公司线上市场活动的需要
 
岗位要求"
414,上海晒扒网络科技有限公司,上海,500-2000人,社交,电商运营,2020-05-15 16:16:33,8k-15k,3-5年,大专,,"店铺首页页面整体规划和改版，活动和各项新功能需求提出和跟进；
店铺首页资源位排期规划，选品，站内运营资源协调，站内流量分配及优化
店铺首页首焦楼层等活动安排，跟类目沟通收集、图片安排设计以及审核上线；
店铺运营、用户行为和数据分析，跟踪活动效果，进行数据分析和输出报告；
店铺大促如618、双十一等活动跟进、资源安排、页面搭建、收集上线等。
任职要求"
415,复乾国际贸易（上海）有限公司,上海,15-50人,"移动互联网,电商",电商文案策划,2020-05-28 16:47:44,10k-15k,1-3年,本科,1、负责公众号文章进行内容撰写以及排版；2、负责公司短视频脚本创作撰写；3、撰写公司产品对外宣传的推广文案；4、负责领导安排的其他的事项。,1、3到5年文案经验，能撰写公司各类宣传、产品推广文案，具备较强的文字功底；2、熟悉新媒体平台运营，负责新媒体内容生产、平台运营，包括不限于内容创意、内容生产、内容分发、社群运营，熟练使用排版工具、制图工具。能熟练运用各种办公软件；3、至少有1年关于产品的文案撰写经验，有电商行业经验优先；4，洞察行业信息、竞品动态，分析总结品牌在新媒体端的运营情况，收集、研究网络热点话题，结合新媒体特征，善于创新，执行力强，对内容实时更新。5，参与团队进行各类线上线下的市场调研，保证新媒体内容输出的深度与广度。
416,上海笔尔工业设计有限公司,上海,50-150人,"移动互联网,电商",社交电商渠道运营,2020-05-22 17:23:45,7k-10k,不限,不限,"1.负责建立并完善社交渠道电商模块运营机制，维护现有渠道，拓展内外部可利用渠道，对不同渠道及社群使用针对性的运营手段，提升用户体验，增加用户活跃度；
2.设计和执行渠道活动；
3.深挖用户需求，定期策划线上线下活动，激励渠道，激发用户参与，提升平台影响力；
4.根据渠道能力，沟通品牌公司，开拓推广商品；
5.建立数据库，细分渠道各维度的销售情况及商品的售卖情况。
","1.有2年以上社群及社交电商运营经验，熟悉社交电商规则及玩法；
2.有群裂变经验者优先，有运营万人以上经验的优先；
3.熟悉社交电商运营流程，擅长把我重点节点，具备较好的文案策划能力。"
417,上海南棠实业有限公司,上海,150-500人,电商,跨境电商运营,2020-05-28 14:59:56,5k-8k,应届毕业生,本科,"1、完成产品上下架，更新与审核工作；
2、了解产品相关信息，及时回复客户邮件，提供售前咨询，售后服务；
3、定期总结店铺存在的问题，提出控制和解决方案，提高产品竞争力和客户购物体验；
4、收集和总结问题，反馈给部门主管，与相关部门沟通，提高团队效率和整体协调度。

","1、男女不限，大专以上学历，英文四级（CET-4）以上，对电子商务有浓厚兴趣并致力于电子商务发展；
2、理工科相关专业优先；
3、注重团队合作，有责任心，努力踏实，工作效率高；
4、熟悉OFFICE等办公软件；"
418,上海世衡信息科技有限公司,上海,50-150人,移动互联网,电商运营主管,2020-05-28 16:02:28,10k-18k,3-5年,大专,"1、负责天猫、淘宝店的整体规划、营销、推广、客户关系管理等系统经营性工作，负责店铺业绩指标达成；
2、负责店面改版策划、上架、推广、销售、售后服务等日常运作管理工作；
3、协调店铺与公司内部的各项资源配置，有效提高各工作绩效与能力，制定各部门工作规范、并进行有效的客服培训管理；
4、负责参与策划店铺促销活动方案，执行与配合官方相关营销活动；
5、收集市场和行业信息，产品分析，为公司定制网销产品提供依据，同时监控分析相关数据（营销数据、交易数据、客户关系、库存数据），定期针对推广效果进行跟踪、评估，及时提出营销改进措施，并给出切实可行的改进方案；
6、相关平台营销工具研究，优化店铺及商品排名，提出应用方案，提高入店流量，增大点击率和浏览量、转化率。
","1、本科及以上学历，4年以上电商平台运营工作经验，电子商务、广告、市场营销等相关专业；
2、有天猫旗舰店美妆运营经验；
3、熟悉电子商务平台的操作和其各种营销工具的使用，较强的数据分析能力；
4、喜爱电商行业，有良好的学习能力、沟通能力和组织能力。"
419,上海协研仕磨料磨具有限公司,上海,50-150人,其他,电商运营,2020-05-28 16:19:01,7k-14k,1-3年,大专,"1、负责淘宝店铺的整体规划及日常运营工作；
2、配合完成店铺销售目标的制定，分解店铺的周/月销售目标，并跟进计划的执行；
3、策划店铺及产品的推广方案，组织产品的营销工作，包括宣传推广、活动策划等，提高店铺的点击率、浏览量和转化率，完成公司的目标销售额；
4、收集和整理日常运营数据，包括营销数据、交易数据、顾客管理，以及优化店铺及商品排名；
5、完成平台店铺的设计装修，组织并完成主题活动的设计、产品详情页等的完善和优化；
6、负责收集市场和行业信息，分析竞争对手的变化和选款、定价等营销策略，结合自身产品优势提供有效的调整方案和运营策略。

","1、 曾任运营助理、客服等岗位，熟悉淘宝、天猫后台；
2、 意向电商运营的美工也可以，愿意和公司共同成长；
3、熟练使用PS软件。                                         
公司之前一直从事传统渠道销售，现在开拓线上渠道，欢迎愿意与公司共同成长的伙伴加入！！"
420,上海鲜之源水产贸易有限公司,上海,150-500人,电商,电商视频/抖音视频拍摄剪辑师,2020-05-21 19:57:52,6k-12k,不限,不限,"1、负责公司产品及视频拍摄工作，以电商视频和抖音视频为主；

2、负责视频制作时所需的音频、音响等素材的剪辑、制作；

3、独立完成剪辑、字母、音效、画面处理及合成；

4、协调与沟通制作过程中的相关各环节，完成制作全过程；

5、负责视频拍摄的简单分镜头脚本绘制。

任职要求

1、 有电商产品、抖音拍摄、短视频制作经验者优先；

2、 熟练使用各种拍摄设备、相机、稳定器等，熟悉布光流程，熟练运用PR、AE、PS等软件；

3、熟悉拍摄制作流程，具有镜头感，能在拍摄时对脚本进行二次创作；

4、有一定的文案编辑能力，执行力强，按时完",
421,上海神溢网络科技有限公司,上海,15-50人,电商,电商运营-天猫店长,2020-05-18 09:12:39,8k-16k,5-10年,本科,"1、负责品牌电商业务的运营战略规划，制定运营发展目标，并拆分落地，带领团队高效执行，对销售结果负责；
2、","负责运营部门管理及考核制度建设；构建运营管理体系，完善及优化业务流程；制定完善的运营课程和人才培养计划；
3、建立运营数据分析机制"
422,上海神溢网络科技有限公司,上海,15-50人,电商,电商运营总监,2020-05-18 09:12:39,10k-20k,5-10年,本科,"1、负责品牌电商业务的运营战略规划，制定运营发展目标，并拆分落地，带领团队高效执行，对销售结果负责；
2、","负责运营部门管理及考核制度建设；构建运营管理体系，完善及优化业务流程；制定完善的运营课程和人才培养计划；
3、建立运营数据分析机制"
423,南极电商（上海）有限公司,上海,150-500人,"电商,移动互联网",电商运营主管,2020-05-28 17:00:35,10k-15k,1-3年,大专,1、针对负责的类目进行招商；2、负责收集竞争对手产品销售数据、类目活动销售数据，为公司活动策划、销售目标提出建议；3、具备较强的谈判能力，与供应商、经销商进行沟通与对接；4、可以协助事业部主管或经理完成类目年规划、月规划、周规划；5、协助事业部主管或经理完成招商及开店目标；6、协助运营主管及部门做好产品的销售准备及售后统计；7、协助部门内供应商商标辅料发放事宜；8、维护老客户，建立新客户，树立战略典型客户，提升公司品牌和产品影响力；9、完成其他工作需求。,1、做事认真细心，有上进心，有责任感，能承受工作压力，团队意识强；2、有良好的沟通能力、谈判能力及应变能力，有销售经验或招商经验者优先；3、熟悉淘宝/天猫平台规则及运营经验，有天猫相关资源者优先；4、工作时间
424,宝帝（上海）网络科技有限公司,上海,少于15人,"电商,医疗丨健康",电子商务运营经理,2020-05-27 23:40:06,8k-15k,3-5年,大专,1、大专以上文化，喜欢电子商务工作，1年以上运营助理或客服经验；2、工作积极，对淘宝、京东感兴趣，吃苦耐劳，服从管理，忠于公司。3、良好的沟通能力及团队协作能力，富有责任心，学习能力,底薪加业绩提成，挑战性强，能力越强，收获越多。
425,上海凯诘电子商务股份有限公司,上海,500-2000人,电商,天猫电子商务店长（快消品）,2020-03-30 14:13:52,12k-16k,3-5年,大专,1、独立负责天猫店铺整改运营，负责店铺营销、推广、分析、监控等系统性经营工作，提高店铺点击率、浏览量和转化率，完成公司的目标销售额；2、熟练掌握淘宝营销工具直通车、淘宝客、钻石展位等，并上报参加淘宝站内各类营销活动。提高入店流量，增大点击率和浏览量、转化率，最终提升宝贝全网排名；3、店铺推广数据监控；定期针对推广效果进行跟踪、评估，并提交推广效果的统计分析报表，及时提出营销改进措施，并给出切实可行的改进方案；4、对电商平台各类流量来源进行深入分析，并及时与运营人员协调，通过调整不断提升流量、有效利用流量、合理配置流量结构；5、对天猫推广宝贝阶段时期内的点击量、销量、销售额、地域分布、转化率等做出专业的数据分析，实时掌握行业数据变化情况做出近期评估与分析，为推广方案的调整提供数据支持。,1、大专以上学历，5年以上天猫国际店/天猫旗舰店运营经验，有保健品、食品、美妆等快销行业优先；2、熟悉淘宝后台，能熟练操作各种营销软件使用；3、有良好的团队合作意识，耐心、诚恳，有强烈的责任心和积极主动的工作态度。
426,上海掌视信息技术有限公司,上海,15-50人,移动互联网,电商运营专员,2020-03-20 14:22:54,6k-8k,3-5年,大专,"1、大专及以上学历，有电商运营工作经验。2、较强的执行力 , 沟通能力和领悟能力、有良好的团队合作意识。3、熟练操作各类办公软件尤其是Excel，对数据敏感有较强的逻辑性。4、性格开朗、有活力、具备创新精神和持续学",
427,上海浅粉医疗科技有限公司,上海,少于15人,消费生活,电商运营总监,2020-05-21 12:36:18,10k-15k,3-5年,大专,1.根据公司战略目标和年度经营计划，负责统筹管理淘宝、天猫等各平台的工作，制定平台年度销售目标、每月跟进实施状况，根据最新市场动态，及时调整营销策略及计划；2.负责公司国内电商平台多家店铺运营人员的统一管理，负责电商运营部门的日常工作统一安排；3.负责制定电商团队KPI绩效考核指标及监督实施KPI制度；4.负责相关数据监控与分析，根据市场动态、数据走向、平台发展趋势等信息，及时有效引导店铺跟上最新电商节奏，确保店铺的市场占有率；5.可以搭建出电商的分销渠道；6.有从零到一的电商建设经验；7.完成公司领导交办的其它工作。,1.全日制统招本科及以上学历，5年以上电商运营工作经验，2年以上团队管理经验；2.熟悉各大电商平台运营规则和方法，以及后台操作系统；3.2年以上快消品电商类目直接运营经验，宠物类目电商运营经验优先；4.具备高度的市场敏感度，极强的数据分析能力、市场感知能力，能根据市场情况制订有针对性的营销方案；5. 优秀的逻辑思维能力、学历能力，主观能动性和责任心强；6. 较强的沟通协调能力，工作规范，条理清晰，有合作精神和责任心，并具备出色的团队管理能力。
428,上海瑭璜国际贸易有限公司,上海,50-150人,"电商,消费生活",电商运营专员,2020-05-27 11:48:31,6k-8k,1-3年,大专,"1、大专及以上学历，具有1年以上工作经验；
2、男女不限，有美妆类目、银行电商、小红书或者BTB等电商经验的优先；
3、有一定的学习能力、较强的沟通能力、有团队合作精神、有责任心、执",
429,上海梓榆贸易有限公司,上海,少于15人,"电商,消费生活",电商运营,2020-05-25 18:42:26,4k-8k,不限,不限,,
